race_id,date,venue,race_number,dataset_version,exporter_version,row_id,registration_no,registration_no_missing,number,car_number,name,label_resolved,finish_rank,target_top1,target_top2,target_top3,title,category,girls,time_band,field_size,scheduled_start_time,race_is_s_class,race_class_scope,race_class_scope_reason,snapshot_joined,race_stage,class_stage,race_slot,normalized_race_number,scheduled_hour,venue_bank_length_m,venue_bank_length_delta_400,venue_straight_length_m,venue_center_cant_deg,venue_straight_cant_deg,venue_straight_ratio,venue_bank_exposure,weather_wind_speed_mps,weather_wind_abs_mps,wind_x_bank_exposure,front_style_wind_load,front_style_short_bank_pressure,support_style_long_straight_signal,car1_score_rank,car1_back_count,car1_nige_count,car1_st_tori,axis_number,axis_back_count,axis_score_rank,is_early_slot,is_mid_slot,is_late_slot,is_after_22,is_midnight_meeting,venue_profile_known,venue_is_short_bank,venue_is_400m_bank,venue_is_500m_bank,venue_is_indoor,venue_is_coastal,venue_is_river,venue_is_mountain,weather_has_wind_speed,weather_is_strong_wind,car1_is_top_score,car1_style_escape,car1_is_max_back,venue_is_seibuen,seibuen_back10_self_powered_axis,axis_style_escape,program_average_points,program_recent_finish_index,program_age,program_style,program_comment_confidence,program_line_strength,program_venue_fit,program_class_band,program_prefecture,program_home_bank,program_graduation_term,program_win_rate,program_quinella_rate,program_trio_rate,program_nige_count,program_makuri_count,program_sashi_count,program_mark_count,program_back_count,program_gear_ratio,program_yosoin_mark,program_st_tori,program_average_points_rank,program_is_top_average_points,program_back_count_rank,program_is_max_back,program_front_style_score,program_support_style_score,program_line_type,program_line_id,program_line_position,program_line_size,program_same_line_count_ahead,program_same_line_count_behind,snapshot_race_id,snapshot_registration_no,snapshot_asof_date,snapshot_registration_no_missing,snapshot_name,snapshot_number,snapshot_venue,snapshot_race_number,snapshot_category,snapshot_race_class_scope,snapshot_class_band,snapshot_age,snapshot_style,snapshot_average_points,snapshot_win_rate,snapshot_quinella_rate,snapshot_trio_rate,snapshot_nige_count,snapshot_makuri_count,snapshot_sashi_count,snapshot_mark_count,snapshot_back_count,snapshot_profile_available,snapshot_recent_form_available,snapshot_lookback_races,snapshot_avg_finish,snapshot_top1_rate,snapshot_top2_rate,snapshot_top3_rate,snapshot_avg_agari,snapshot_popular_underperform_rate,snapshot_escape_survival_rate,snapshot_makuri_success_rate,snapshot_close_loss_positive_signal,snapshot_escape_skill_auto,snapshot_makuri_skill_auto,snapshot_kamashi_skill_auto,snapshot_marker_work_score_auto,snapshot_chigire_risk_auto,snapshot_solo_strength_auto,snapshot_chaos_upside_auto,snapshot_recent_form_score,snapshot_form_negative_risk,snapshot_form_positive_signal,snapshot_manual_scouting_available,snapshot_manual_research_only,snapshot_manual_confidence,snapshot_manual_effective_from,snapshot_manual_role_self_score,snapshot_manual_role_marker_score,snapshot_manual_solo_strength,snapshot_manual_escape_skill,snapshot_manual_makuri_skill,snapshot_manual_kamashi_skill,snapshot_manual_midpack_skill,snapshot_manual_marker_work_score,snapshot_manual_chigire_risk,snapshot_manual_chaos_upside,snapshot_final_role_self_score,snapshot_final_role_marker_score,snapshot_final_solo_strength,snapshot_final_escape_skill,snapshot_final_makuri_skill,snapshot_final_kamashi_skill,snapshot_final_midpack_skill,snapshot_final_marker_work_score,snapshot_final_chigire_risk,snapshot_final_chaos_upside,snapshot_strength_note,snapshot_weakness_note,snapshot_trend_note,snapshot_source_file
20260526-22-01,2026-05-26,前橋,1,rider_placement_v1,rider_placement_dataset_exporter_v1,20260526-22-01:015801:1,015801,0,1,1,織茂　雄一郎,1,3,0,0,1,Ａ級チ予選,Ａ級チ予選,0,day,7,15:59,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.083333,15,335.0,-65.0,46.7,36.0,4.0,0.139403,0.15,0.0,0.0,0.0,0.0,1.0,0.0,3,9.0,3.0,20.0,7,18.0,1,True,False,False,False,False,1,1,0,0,1,0,0,1,False,False,False,False,False,False,False,True,72.85,4.72,28,両,0.57,0.68,0.5,A3,山　梨,,125,0.17,0.39,0.47,3,3,0,3,9,3.92,×,20.0,3,0,2,0,0.6,0.55,三分戦,1,1,1,0,0,20260526-22-01,015801,2026-05-13,0,織茂　雄一郎,1,前橋,1,Ａ級チ予選,non_s,A3,28,両,71.2,0.11,0.29,0.41,2,1,0,2,6,1,1,10,2.4,0.3,0.6,0.7,11.9,0.3,1.0,0.5,0.0,0.5871,0.335,0.3629,0.37,0.1875,0.4178,0.3232,0.595,0.15,0.4165,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4178,0.5871,0.335,0.3629,0.0,0.37,0.1875,0.3232,,,,data\raw\official\2026-05-13\races.json
20260526-22-01,2026-05-26,前橋,1,rider_placement_v1,rider_placement_dataset_exporter_v1,20260526-22-01:013110:2,013110,0,2,2,法月　成祐,1,2,0,1,1,Ａ級チ予選,Ａ級チ予選,0,day,7,15:59,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.083333,15,335.0,-65.0,46.7,36.0,4.0,0.139403,0.15,0.0,0.0,0.0,0.0,1.0,0.0,3,9.0,3.0,20.0,7,18.0,1,True,False,False,False,False,1,1,0,0,1,0,0,1,False,False,False,False,False,False,False,True,73.41,3.73,52,追,0.54,0.14,0.5,A3,神奈川,川崎,77,0.11,0.27,0.5,0,0,3,2,0,3.92,○,0.0,2,0,0,0,0.0,1.0,三分戦,2,6,1,0,0,20260526-22-01,013110,2026-05-09,0,法月　成祐,2,前橋,1,Ａ級チ予選,non_s,A3,52,追,73.83,0.08,0.33,0.5,0,0,2,2,0,1,1,10,3.3,0.2,0.4,0.4,13.27,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.3365,0.156,0.1506,0.365,0.19,0.2555,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.0,0.0,0.0,0.0,0.465,0.3365,0.1506,,,,data\raw\official\2026-05-09\races.json
20260526-22-01,2026-05-26,前橋,1,rider_placement_v1,rider_placement_dataset_exporter_v1,20260526-22-01:014072:3,014072,0,3,3,伊藤　之人,1,4,0,0,0,Ａ級チ予選,Ａ級チ予選,0,day,7,15:59,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.083333,15,335.0,-65.0,46.7,36.0,4.0,0.139403,0.15,0.0,0.0,0.0,0.0,1.0,0.0,3,9.0,3.0,20.0,7,18.0,1,True,False,False,False,False,1,1,0,0,1,0,0,1,False,False,False,False,False,False,False,True,71.24,4.38,43,両,0.58,0.41,0.52,A3,東　京,立川,90,0.12,0.36,0.54,1,0,6,5,2,3.93,△,12.0,4,0,4,0,0.6,0.55,三分戦,3,2,1,0,0,20260526-22-01,014072,2026-05-09,0,伊藤　之人,3,前橋,1,Ａ級チ予選,non_s,A3,43,両,70.4,0.11,0.33,0.48,1,0,4,4,2,1,1,10,4.5,0.1,0.2,0.4,13.03,0.1,0.0,0.0,0.0,0.1,0.0,0.1233,0.3589,0.3663,0.162,0.1437,0.255,0.275,0.1785,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.1,0.0,0.1233,0.0,0.3589,0.3663,0.1437,,,,data\raw\official\2026-05-09\races.json
20260526-22-01,2026-05-26,前橋,1,rider_placement_v1,rider_placement_dataset_exporter_v1,20260526-22-01:014079:4,014079,0,4,4,江本　博明,1,6,0,0,0,Ａ級チ予選,Ａ級チ予選,0,day,7,15:59,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.083333,15,335.0,-65.0,46.7,36.0,4.0,0.139403,0.15,0.0,0.0,0.0,0.0,1.0,0.0,3,9.0,3.0,20.0,7,18.0,1,True,False,False,False,False,1,1,0,0,1,0,0,1,False,False,False,False,False,False,False,True,67.12,0.75,45,追,0.39,0.08,0.36,A3,千　葉,千葉,90,0.0,0.0,0.25,0,0,0,0,0,3.92,注,3.0,5,0,0,0,0.0,1.0,三分戦,4,7,1,0,0,20260526-22-01,014079,2026-05-12,0,江本　博明,4,前橋,1,Ａ級チ予選,non_s,A3,45,追,65.5,0.0,0.0,0.0,0,0,0,0,0,1,1,10,3.8,0.1,0.3,0.6,10.95,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.2535,0.21,0.2535,0.405,0.21,0.2835,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.105,0.2535,0.2535,,,,data\raw\official\2026-05-12\races.json
20260526-22-01,2026-05-26,前橋,1,rider_placement_v1,rider_placement_dataset_exporter_v1,20260526-22-01:012346:5,012346,0,5,5,宮原　貴之,1,5,0,0,0,Ａ級チ予選,Ａ級チ予選,0,day,7,15:59,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.083333,15,335.0,-65.0,46.7,36.0,4.0,0.139403,0.15,0.0,0.0,0.0,0.0,1.0,0.0,3,9.0,3.0,20.0,7,18.0,1,True,False,False,False,False,1,1,0,0,1,0,0,1,False,False,False,False,False,False,False,True,66.48,1.2,56,追,0.38,0.11,0.33,A3,栃　木,宇都宮,67,0.04,0.08,0.16,0,0,1,1,0,3.92,▲,0.0,6,0,0,0,0.0,1.0,三分戦,5,3,1,0,0,20260526-22-01,012346,2026-04-25,0,宮原　貴之,5,前橋,1,Ａ級チ予選,non_s,A3,55,追,66.51,0.03,0.06,0.19,0,0,1,1,0,1,1,10,5.2,0.0,0.1,0.1,12.03,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.5415,0.041,0.0353,0.07,0.39,0.049,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.36,0.5415,0.0353,,,,data\raw\official\2026-04-25\races.json
20260526-22-01,2026-05-26,前橋,1,rider_placement_v1,rider_placement_dataset_exporter_v1,20260526-22-01:014798:6,014798,0,6,6,三浦　平志郎,1,7,0,0,0,Ａ級チ予選,Ａ級チ予選,0,day,7,15:59,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.083333,15,335.0,-65.0,46.7,36.0,4.0,0.139403,0.15,0.0,0.0,0.0,0.0,1.0,0.0,3,9.0,3.0,20.0,7,18.0,1,True,False,False,False,False,1,1,0,0,1,0,0,1,False,False,False,False,False,False,False,True,62.93,0.66,37,逃,0.35,0.49,0.3,A3,秋　田,,100,0.03,0.03,0.09,1,0,0,0,6,3.85,,0.0,7,0,3,0,1.0,0.15,三分戦,6,9,1,0,0,20260526-22-01,014798,2026-05-13,0,三浦　平志郎,6,前橋,1,Ａ級チ予選,non_s,A3,37,逃,63.23,0.03,0.03,0.11,1,0,0,0,6,1,1,10,6.3,0.0,0.0,0.0,14.26,0.0,0.0,0.0,0.0,0.5571,0.0,0.4929,0.0,0.618,0.006,0.0021,0.0,0.48,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.5571,0.0,0.4929,0.0,0.0,0.618,0.0021,,,,data\raw\official\2026-05-13\races.json
20260526-22-01,2026-05-26,前橋,1,rider_placement_v1,rider_placement_dataset_exporter_v1,20260526-22-01:015890:7,015890,0,7,7,中　秀平,1,1,1,1,1,Ａ級チ予選,Ａ級チ予選,0,day,7,15:59,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.083333,15,335.0,-65.0,46.7,36.0,4.0,0.139403,0.15,0.0,0.0,0.0,0.0,1.0,0.0,3,9.0,3.0,20.0,7,18.0,1,True,False,False,False,False,1,1,0,0,1,0,0,1,False,False,False,False,False,False,False,True,73.73,6.12,27,逃,0.64,0.99,0.6,A3,神奈川,平塚,127,0.26,0.43,0.63,7,4,2,0,18,3.85,◎,22.0,1,1,1,1,1.0,0.15,三分戦,7,5,1,0,0,20260526-22-01,015890,2026-05-13,0,中　秀平,7,前橋,1,Ａ級チ予選,non_s,A3,27,逃,73.62,0.2,0.37,0.62,5,3,1,0,15,1,1,10,3.3,0.0,0.3,0.6,11.9,0.3,1.0,0.0,0.0,0.713,0.1833,0.5435,0.1328,0.2483,0.3325,0.2364,0.43,0.195,0.301,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3325,0.713,0.1833,0.5435,0.0,0.1328,0.2483,0.2364,,,,data\raw\official\2026-05-13\races.json
20260526-22-02,2026-05-26,前橋,2,rider_placement_v1,rider_placement_dataset_exporter_v1,20260526-22-02:014389:1,014389,0,1,1,村本　慎吾,1,3,0,0,1,Ａ級チ予選,Ａ級チ予選,0,day,7,16:22,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.166667,16,335.0,-65.0,46.7,36.0,4.0,0.139403,0.15,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,2.0,7,19.0,3,True,False,False,False,False,1,1,0,0,1,0,0,1,False,False,True,False,False,False,False,True,74.4,4.1,44,追,0.58,0.2,0.55,A3,静　岡,静岡,94,0.1,0.3,0.6,0,0,5,4,0,3.92,○,2.0,1,1,0,0,0.0,1.0,三分戦,1,2,1,0,0,20260526-22-02,014389,2026-05-03,0,村本　慎吾,1,前橋,2,Ａ級チ予選,non_s,A3,44,追,74.5,0.08,0.33,0.62,0,0,4,4,0,1,1,10,3.6,0.1,0.2,0.4,11.72,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.395,0.347,0.156,0.2206,0.32,0.22,0.284,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.0,0.0,0.0,0.0,0.395,0.347,0.2206,,,,data\raw\official\2026-05-03\races.json
20260526-22-02,2026-05-26,前橋,2,rider_placement_v1,rider_placement_dataset_exporter_v1,20260526-22-02:013244:2,013244,0,2,2,小林　高志,1,5,0,0,0,Ａ級チ予選,Ａ級チ予選,0,day,7,16:22,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.166667,16,335.0,-65.0,46.7,36.0,4.0,0.139403,0.15,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,2.0,7,19.0,3,True,False,False,False,False,1,1,0,0,1,0,0,1,False,False,True,False,False,False,False,True,67.25,1.01,52,追,0.39,0.14,0.35,A3,東　京,立川,79,0.0,0.07,0.22,0,0,0,2,0,3.92,注,1.0,6,0,0,0,0.0,1.0,三分戦,2,6,1,0,0,20260526-22-02,013244,2026-05-13,0,小林　高志,2,前橋,2,Ａ級チ予選,non_s,A3,52,追,66.54,0.0,0.0,0.16,0,0,0,0,0,1,1,10,4.6,0.0,0.1,0.2,12.75,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.035,0.458,0.07,0.1195,0.145,0.28,0.1315,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.035,0.458,0.1195,,,,data\raw\official\2026-05-13\races.json
20260526-22-02,2026-05-26,前橋,2,rider_placement_v1,rider_placement_dataset_exporter_v1,20260526-22-02:014357:3,014357,0,3,3,佐藤　康恭,1,7,0,0,0,Ａ級チ予選,Ａ級チ予選,0,day,7,16:22,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.166667,16,335.0,-65.0,46.7,36.0,4.0,0.139403,0.15,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,2.0,7,19.0,3,True,False,False,False,False,1,1,0,0,1,0,0,1,False,False,True,False,False,False,False,True,67.84,2.94,40,両,0.48,0.48,0.44,A3,福　島,いわき平,94,0.12,0.18,0.36,1,3,1,1,6,3.92,△,4.0,4,0,3,0,0.6,0.55,三分戦,3,8,1,0,0,20260526-22-02,014357,2026-05-10,0,佐藤　康恭,3,前橋,2,Ａ級チ予選,non_s,A3,40,両,68.0,0.11,0.14,0.37,0,2,1,1,4,1,1,10,4.2,0.1,0.1,0.3,12.56,0.4,0.0,1.0,0.0,0.0833,0.725,0.275,0.1975,0.4427,0.4533,0.2156,0.2,0.365,0.14,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4533,0.0833,0.725,0.275,0.0,0.1975,0.4427,0.2156,,,,data\raw\official\2026-05-10\races.json
